dataset,record_id,source_row_number,code,severity,field,message,raw_value,affects_metrics,recommended_action
Deals,IMPORT-DEAL-7A15D6DFB4C1,104,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_018',COMPANY018,False,
Deals,IMPORT-DEAL-7A15D6DFB4C1,104,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-7A15D6DFB4C1 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-7A15D6DFB4C1,104,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-7A15D6DFB4C1,104,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-34A2919BE022,105,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_150',COMPANY150,False,
Deals,IMPORT-DEAL-34A2919BE022,105,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-34A2919BE022 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-34A2919BE022,105,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-34A2919BE022,105,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-02AB35000CB1,106,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_128',COMPANY128,False,
Deals,IMPORT-DEAL-02AB35000CB1,106,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-02AB35000CB1 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-02AB35000CB1,106,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-02AB35000CB1,106,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-221EFC50D485,107,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_072',COMPANY072,False,
Deals,IMPORT-DEAL-221EFC50D485,107,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-221EFC50D485 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-221EFC50D485,107,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-7DA68B460E09,108,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_038',COMPANY038,False,
Deals,IMPORT-DEAL-7DA68B460E09,108,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-7DA68B460E09 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-7DA68B460E09,108,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-02E3ED0C58E7,109,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_038',COMPANY038,False,
Deals,IMPORT-DEAL-02E3ED0C58E7,109,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-02E3ED0C58E7 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-02E3ED0C58E7,109,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-797799DB54E0,110,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_038',COMPANY038,False,
Deals,IMPORT-DEAL-797799DB54E0,110,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-797799DB54E0 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-797799DB54E0,110,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-718E35B51DEE,111,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_038',COMPANY038,False,
Deals,IMPORT-DEAL-718E35B51DEE,111,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-718E35B51DEE due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-718E35B51DEE,111,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-FDBCE208D0D3,112,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_182',COMPANY182,False,
Deals,IMPORT-DEAL-FDBCE208D0D3,112,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-FDBCE208D0D3 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-FDBCE208D0D3,112,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-FDBCE208D0D3,112,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-C861D4DE76B3,113,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_185',COMPANY185,False,
Deals,IMPORT-DEAL-C861D4DE76B3,113,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-C861D4DE76B3 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-C861D4DE76B3,113,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-C861D4DE76B3,113,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-85AE1A2E74B8,114,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_196',COMPANY196,False,
Deals,IMPORT-DEAL-85AE1A2E74B8,114,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-85AE1A2E74B8 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-85AE1A2E74B8,114,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-85AE1A2E74B8,114,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-4EFFDE2702B7,115,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_162',COMPANY162,False,
Deals,IMPORT-DEAL-4EFFDE2702B7,115,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-4EFFDE2702B7 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-4EFFDE2702B7,115,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-4EFFDE2702B7,115,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-592BE7717265,116,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_160',COMPANY160,False,
Deals,IMPORT-DEAL-592BE7717265,116,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-592BE7717265 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-592BE7717265,116,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-592BE7717265,116,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-592BE7717265,116,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-45901140CD16,117,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_146',COMPANY146,False,
Deals,IMPORT-DEAL-45901140CD16,117,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-45901140CD16 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-45901140CD16,117,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-45901140CD16,117,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-73825D30E13B,118,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_125',COMPANY125,False,
Deals,IMPORT-DEAL-73825D30E13B,118,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-73825D30E13B due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-73825D30E13B,118,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-76ED1F44ECAA,119,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_125',COMPANY125,False,
Deals,IMPORT-DEAL-76ED1F44ECAA,119,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-76ED1F44ECAA due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-76ED1F44ECAA,119,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-999F2FF60546,120,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_125',COMPANY125,False,
Deals,IMPORT-DEAL-999F2FF60546,120,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-999F2FF60546 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-999F2FF60546,120,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-1DC1842AE5EB,121,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_154',COMPANY154,False,
Deals,IMPORT-DEAL-1DC1842AE5EB,121,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-1DC1842AE5EB due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-1DC1842AE5EB,121,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-E6632E6040EC,122,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_186',COMPANY186,False,
Deals,IMPORT-DEAL-E6632E6040EC,122,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-E6632E6040EC due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-E6632E6040EC,122,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-E6632E6040EC,122,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-27F95718EAD4,123,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_005',COMPANY005,False,
Deals,IMPORT-DEAL-27F95718EAD4,123,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-27F95718EAD4 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-27F95718EAD4,123,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-27F95718EAD4,123,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-6A372EBAB91A,124,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_199',COMPANY199,False,
Deals,IMPORT-DEAL-6A372EBAB91A,124,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-6A372EBAB91A due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-6A372EBAB91A,124,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-6A372EBAB91A,124,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-F9DCA0FCC6FB,125,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_071',COMPANY071,False,
Deals,IMPORT-DEAL-F9DCA0FCC6FB,125,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-F9DCA0FCC6FB due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-F9DCA0FCC6FB,125,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-CED061A890D4,126,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_027',COMPANY027,False,
Deals,IMPORT-DEAL-CED061A890D4,126,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-CED061A890D4 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-CED061A890D4,126,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-CED061A890D4,126,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-D99FE585E757,127,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_186',COMPANY186,False,
Deals,IMPORT-DEAL-D99FE585E757,127,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-D99FE585E757 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-D99FE585E757,127,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-D99FE585E757,127,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-F67AFF34BCC1,128,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_101',COMPANY101,False,
Deals,IMPORT-DEAL-F67AFF34BCC1,128,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-F67AFF34BCC1 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-F67AFF34BCC1,128,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-ABF051FE85FB,129,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_066',COMPANY066,False,
Deals,IMPORT-DEAL-ABF051FE85FB,129,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-ABF051FE85FB due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-ABF051FE85FB,129,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-ABF051FE85FB,129,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-575674EBE666,130,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_198',COMPANY198,False,
Deals,IMPORT-DEAL-575674EBE666,130,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-575674EBE666 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-575674EBE666,130,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-575674EBE666,130,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-DAD6045B1091,131,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_176',COMPANY176,False,
Deals,IMPORT-DEAL-DAD6045B1091,131,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-DAD6045B1091 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-DAD6045B1091,131,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-DAD6045B1091,131,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-71CB16993D6D,132,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_145',COMPANY145,False,
Deals,IMPORT-DEAL-71CB16993D6D,132,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-71CB16993D6D due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-71CB16993D6D,132,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-47AE0839F6E5,133,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_058',COMPANY058,False,
Deals,IMPORT-DEAL-47AE0839F6E5,133,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-47AE0839F6E5 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-47AE0839F6E5,133,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-C64EE2F2E3E5,134,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_155',COMPANY155,False,
Deals,IMPORT-DEAL-C64EE2F2E3E5,134,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-C64EE2F2E3E5 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-C64EE2F2E3E5,134,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-C64EE2F2E3E5,134,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-89B4F40D364D,135,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_133',COMPANY133,False,
Deals,IMPORT-DEAL-89B4F40D364D,135,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-89B4F40D364D due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-89B4F40D364D,135,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-2D912E106086,136,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_018',COMPANY018,False,
Deals,IMPORT-DEAL-2D912E106086,136,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-2D912E106086 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-2D912E106086,136,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-883F7054980F,137,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_114',COMPANY114,False,
Deals,IMPORT-DEAL-883F7054980F,137,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-883F7054980F due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-883F7054980F,137,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-883F7054980F,137,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-884A9F653DD0,138,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_073',COMPANY073,False,
Deals,IMPORT-DEAL-884A9F653DD0,138,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-884A9F653DD0 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-884A9F653DD0,138,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-884A9F653DD0,138,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-EC915809BAB8,139,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_167',COMPANY167,False,
Deals,IMPORT-DEAL-EC915809BAB8,139,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-EC915809BAB8 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-EC915809BAB8,139,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-EC915809BAB8,139,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-A41A731B5BBC,140,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_122',COMPANY122,False,
Deals,IMPORT-DEAL-A41A731B5BBC,140,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-A41A731B5BBC due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-A41A731B5BBC,140,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-A41A731B5BBC,140,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-F3E124161FB6,141,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_075',COMPANY075,False,
Deals,IMPORT-DEAL-F3E124161FB6,141,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-F3E124161FB6 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-F3E124161FB6,141,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-F3E124161FB6,141,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-F006787088D5,142,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_098',COMPANY098,False,
Deals,IMPORT-DEAL-F006787088D5,142,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-F006787088D5 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-F006787088D5,142,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-EE9418344E96,143,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_065',COMPANY065,False,
Deals,IMPORT-DEAL-EE9418344E96,143,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-EE9418344E96 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-EE9418344E96,143,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-EE9418344E96,143,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-26194A11E6C2,144,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_200',COMPANY200,False,
Deals,IMPORT-DEAL-26194A11E6C2,144,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-26194A11E6C2 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-26194A11E6C2,144,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-26194A11E6C2,144,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-A1A50917E004,145,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_148',COMPANY148,False,
Deals,IMPORT-DEAL-A1A50917E004,145,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-A1A50917E004 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-A1A50917E004,145,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-A1A50917E004,145,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-4839B52CCE68,146,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_191',COMPANY191,False,
Deals,IMPORT-DEAL-4839B52CCE68,146,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-4839B52CCE68 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-4839B52CCE68,146,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-4839B52CCE68,146,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-153F315B6D2C,147,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_152',COMPANY152,False,
Deals,IMPORT-DEAL-153F315B6D2C,147,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-153F315B6D2C due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-153F315B6D2C,147,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-55EB4022824F,148,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_034',COMPANY034,False,
Deals,IMPORT-DEAL-55EB4022824F,148,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-55EB4022824F due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-55EB4022824F,148,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-55EB4022824F,148,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-0ED386365F89,149,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_181',COMPANY181,False,
Deals,IMPORT-DEAL-0ED386365F89,149,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-0ED386365F89 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-0ED386365F89,149,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-0ED386365F89,149,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-04C7553C86F2,150,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_023',COMPANY023,False,
Deals,IMPORT-DEAL-04C7553C86F2,150,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-04C7553C86F2 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-04C7553C86F2,150,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-04C7553C86F2,150,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-9B1BB6AECC91,151,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_128',COMPANY128,False,
Deals,IMPORT-DEAL-9B1BB6AECC91,151,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-9B1BB6AECC91 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-9B1BB6AECC91,151,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-9B1BB6AECC91,151,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-CAFA8E6DE647,152,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_133',COMPANY133,False,
Deals,IMPORT-DEAL-CAFA8E6DE647,152,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-CAFA8E6DE647 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-CAFA8E6DE647,152,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-34102AD03DA3,153,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_133',COMPANY133,False,
Deals,IMPORT-DEAL-34102AD03DA3,153,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-34102AD03DA3 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-34102AD03DA3,153,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-DF8EC4BB2B12,154,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_030',COMPANY030,False,
Deals,IMPORT-DEAL-DF8EC4BB2B12,154,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-DF8EC4BB2B12 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-DF8EC4BB2B12,154,missing_probability,info,probability,Closure probability is missing (not imputed),nan,True,Provide win probability
Deals,IMPORT-DEAL-D13EF72073D7,155,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_082',COMPANY082,False,
